date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:29	16804/16804	---M--	200	added ('OK')	application/font-woff	date:Mon,%2019%20Dec%202022%2003:48:33%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.woff	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.woff	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:29	34092/34092	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2019%20Dec%202022%2003:48:33%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:30	144451/144451	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2019%20Dec%202022%2003:48:33%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.svg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.svg	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:30	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:34%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.eot	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:30	75440/75440	---M--	200	added ('OK')	application/font-woff2	date:Mon,%2019%20Dec%202022%2003:48:35%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:31	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:34%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.eot?	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:31	98020/98020	---M--	200	added ('OK')	application/font-woff	date:Mon,%2019%20Dec%202022%2003:48:35%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.woff	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.woff	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:32	191832/191832	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2019%20Dec%202022%2003:48:35%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:32	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:44%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify.eot?-fvbane	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify9f24.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/themify-icons.css)
11:37:32	839388/839388	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2019%20Dec%202022%2003:48:38%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.svg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-solid-900.svg	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:32	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:44%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify.eot?	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themifyd41d.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/themify-icons.css)
11:37:32	56108/56108	---M--	200	added ('OK')	application/font-woff	date:Mon,%2019%20Dec%202022%2003:48:44%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify.woff?-fvbane	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify9f24.woff	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/themify-icons.css)
11:37:33	78584/78584	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2019%20Dec%202022%2003:48:44%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify.ttf?-fvbane	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify9f24.ttf	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/themify-icons.css)
11:37:33	234269/234269	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2019%20Dec%202022%2003:48:44%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify.svg?-fvbane	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/fonts/themify9f24.svg	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/themify-icons.css)
11:37:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2004:37:34%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.video.play.png	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.video.play.png	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.carousel.min.css)
11:37:36	83710/83710	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2004:37:35%20GMT	https://www.pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.video.play.png	D:/SEMESTER%205/web_dini/www.pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.video.play.37.delayed	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.carousel.min.css)
